resource_type,status,access,assetIdentifier,digitizationNomination,dispositionNomination,identifier2,identifierSource2,physicalFormat,condition,generations,durationPhysical,channelConfigurationPhysical,originalCarrierLocation,date,dateType,language,itemTitle,intellectualAssetType,epsIdentifier,programName,description,genre,contributor,publisher,rightsSummary,rightsStatement,subject,relatedInstantiationID,proxyFilename,preservationFilename,filelocation,dateDigitized,filesize,channelConfigurationDigital,encoding,sampleRate,bitDepth,durationDigital,instantiationTimeStart,digitalQC,checksumString,checksumType,coverageSpatial,coverageTemporal,ancillaryMaterials
4,0,0,MD-085d2,digitized in house,,,,Minidisc,,Master: edited,01:26:18,Mono,KBOO Archives Room,2003-10-08,unknown,,Health Effects of Depleted Uranium,,eps00090,,"Dr. Douglas Rokke speaks at the First Unitarian Church in Portland, Oregon about the Health Effects of Depleted Uranium. He speaks about his experience cleaning up depleted uranium following the Gulf War and treating veterans exposed to depleted uranium. The event was coordinated by Peace and Justice Works and the Iraq Affinity Group and cosponsored by several other community groups. Edited Version.",,Douglas Rokke,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Military/Veterans, War/Peace, Health",,,kboo_MD-085d2_20031008.wav,S:\Staff\Analog Archive Project\_final\minidisc,,436 MB,mono,wav,44.1 kHz,16 bits,,,,A93B0EB5E091A387B2668FCB2A10A5FB,md5,"United States, Middle East, Iraq",,
4,0,0,MD-086,digitized in house,,,,Minidisc,,,00:56:39,Mono,KBOO Archives Room,2003-09-23,unknown,,Michael Ruppert Interview by Per Fagereng,,eps00079,,,,"Michael Ruppert, Per Fagereng",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Government/Politics, Activism ",CS-1050,,kboo_MD-086_20030923.wav,S:\Staff\Analog Archive Project\_final\minidisc,,286 MB,mono,wav,44.1 kHz,16 bits,,,,5D6C6DE9C55246827B7E6065FFD02600,md5,United States,,
4,0,0,MD-087,digitized in house,,,,Minidisc,,,00:56:58,Mono,KBOO Archives Room,2002-10-22,unknown,,"Bridging Sorrow: Victims to Victims Delegation, Rebuilding Afghanistan",,eps00091,,Portland State University's Progressive Student Union hosts Medea Benjamin at the Smith Memorial Center's Ballroom to discuss her work connecting people from the United States and Afghanistan.,,Medea Benjamin,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","War/Peace, Global Affairs, Military/Veterans, ",,,kboo_MD-087_20021022.wav,S:\Staff\Analog Archive Project\_final\minidisc,,288 MB,mono,wav,44.1 kHz,16 bits,,,,3D9D23AB5580A0233CEEDAF19F051192,md5,"United States, Afghanistan",,
4,0,0,MD-088,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Sanctions in Iraq: A Human Rights Catastrophe,,,,Former U.N. Humanitarian Coordinator in Iraq Dennis Halliday speaks about human rights in Iraq,,Dennis Halliday,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"War/Peace, Global Affairs, ",,,,,,,,,,,,,,,,"Iraq, United States",,
4,0,0,MD-089,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,War as an Addiction,,,,,,Chris Hedges,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,War/Peace ,,,,,,,,,,,,,,,,,,
4,0,0,MD-090,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-090 title,,,,,,Benjamin Barber,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Government/Politics, Faith/Religion/Spirituality, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-091d1,digitized in house,,,,Minidisc,,,01:01:01,Stereo,KBOO Archives Room,2003-05-03,unknown,,Rabbis for Human Rights,,eps00119,,,,Arik Ascherman,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Global Affairs, Civil Rights/Human Rights, Faith/Religion/Spirituality",,,kboo_MD-091d1_20030503.wav,S:\Staff\Analog Archive Project\_final\minidisc,,616 MB,stereo,wav,44.1 kHz,16 bits,,,,5982C3FDB0163847FFC2DA2FAA7D2D4C,md5,"Israel, Palestine",,
4,0,0,MD-091d2,digitized in house,,,,Minidisc,,,00:24:45,Stereo,KBOO Archives Room,2003-05-03,unknown,,Rabbis for Human Rights,,eps00119,,"Rabbi Arik Ascherman of Rabbis For Human Rights, speaks to a Portland about  talks about the work for peace and justice in Israel and the Occupied Territories. During the introduction of Ascherman, who's a human rights activist, the first speaker aknowledges the controversy of him speaking to the Jewish community in Portland. Acsherman discusses how social justice and human rights are important facets of the Torah. In this recording, Ascherman answers questiosn from the audience. ",,Arik Ascherman,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Global Affairs, Civil Rights/Human Rights, Faith/Religion/Spirituality",,,kboo_MD-091d2_20030503.wav,S:\Staff\Analog Archive Project\_final\minidisc,,250 MB,stereo,wav,44.1 kHz,16 bits,,,,0D39F8C1E0E208D11F5294C65192D712,md5,"Israel, Palestine",,
4,0,0,MD-092d1,digitized in house,,,,Minidisc,,,02:21:11,Mono,KBOO Archives Room,2002-04-12,unknown,,Michael Ruppert at First Congregational Church,,eps00094,,,,Michael Ruppert,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Drugs, Police, Government/Politics",,,kboo_MD-092d1_20020412.wav,S:\Staff\Analog Archive Project\_final\minidisc,,718 MB,mono,wav,44.1 kHz,16 bits,,,,A7B3EC97ACC8FF1CBAEC2F1DEB497262,md5,United States,,
4,0,0,MD-092d2,digitized in house,,,,Minidisc,,,00:28:29,Mono,KBOO Archives Room,2002-04-12,unknown,,Michael Ruppert at First Congregational Church,,eps00094,,,,Michael Ruppert,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Drugs, Police, Government/Politics",,,kboo_MD-092d2_20020412.wav,S:\Staff\Analog Archive Project\_final\minidisc,,144 MB,mono,wav,44.1 kHz,16 bits,,,,6598BA0B8A7E0C36AE0657447DF8B8E5,md5,United States,,
4,0,0,MD-093,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-093 title,,,,,,Bill Moyers,Alternative Radio,Non-Saleable,This is an Alternative Radio program., ,,,,,,,,,,,,,,,,,,
4,0,0,MD-094,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,On Jihad,,,,"on ""Jihad""",,Ahmad Rashid,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Faith/Religion/Spirituality, Global Affairs, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-095,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,The Missing Elements of U.S. Policy,,,,Missing Elements Of US Policy,,Stephen Zunes,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Government/Politics ,,,,,,,,,,,,,,,,,,
4,0,0,MD-097,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Globalization and Its Discontent,,,,Globalization & Its Discontents,,Joseph Stiglitz,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Economy, Government/Politics, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-098,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,India and Market Fundamentalism,,,,India&Market Fundamentalism,,P. Sainath,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Economy, Global Affairs, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-099,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Democracy and the Global Economy,,,,Democracy In Global Economics,,Vandana Shiva,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Economy, Government/Politics, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-100,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Globalization and Terrorism,,,,Globalism & Terrorism,,Arundhati Roy,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Economy, Government/Politics, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-101,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Target Iraq,,,,Target Iraq-ex-weapons inspector,,Scott Ritter,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Global Affairs, War/Peace, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-102,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Empire of Globalization and Religion,,,,"Empire,Globalization & Religion",,Chandra Muzaffer,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Government/Politics, Economy, Faith/Religion/Spirituality",,,,,,,,,,,,,,,,,,
4,0,0,MD-103,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Failure of Iraq Intelligence,,,,failure of intelligence-Iraq,,Ray McGovern,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Global Affairs, War/Peace, Military/Veterans",,,,,,,,,,,,,,,,,,
4,0,0,MD-104,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,The New Crusade: America's War on Terrorism,,,,New Crusade:America's War On Terrorism,,Rahul Mahajan,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"War/Peace, Government/Politics, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-105,,,,,Minidisc,,,,,KBOO Archives Room,,unknown,,Beyond Vietnam,,,,Recording from 1967-04-04,,Dr. Martin Luther King Jr.,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,War/Peace ,,,,,,,,,,,,,,,,,,
4,0,0,MD-106,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Democracy Now,,,,,,Amy Goodman,Alternative Radio,Non-Saleable,This is an Alternative Radio program., ,,,,,,,,,,,,,,,,,,
4,0,0,MD-107,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Workers and the Challenge of Globalization,,,,Workers & The Challenge Of Globalization,,Dana Franks,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Labor, Economy, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-108,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Global Health or Global Wealth,,,,Global Health Or Global Wealth,,Kevin Danaher,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Health, Economy, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-109,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Terrorism and U.S. Foreign Policy,,,,Terrorism & Foreign Policy,,"Bill Christofsen, Kathy Christofsen",Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Government/Politics ,,,,,,,,,,,,,,,,,,
4,0,0,MD-110,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Collateral Language: War and Propaganda,,,,Collateral Language:War & Propaganda,,Noam Chomsky,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Government/Politics, War/Peace, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-111,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Chomsky on Imperialism,,,,Chomsky on Imperialism,,Noam Chomsky,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Government/Politics ,,,,,,,,,,,,,,,,,,
4,0,0,MD-112,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,September 11th and the National Insecurity State,,,,Sept. 11th & The National Security State,,Ira Chernus,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Government/Politics ,,,,,,,,,,,,,,,,,,
4,0,0,MD-113,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Capital Punishment: Capital Crime,,,,"Capital Punishment,Capital Crime",,Stephen Bright,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Law/Courts/Crime, Prison, Corporations",,,,,,,,,,,,,,,,,,
4,0,0,MD-114,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Weapons in Space,,,,The Use of Weapons in Space,,Robert Bowman,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Science/Technology, War/Peace, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-115,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Civil Rights Under Attack,,,,Civil rights Under attack,,Julian Bond,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,African American ,,,,,,,,,,,,,,,,,,
4,0,0,MD-116,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,From Afghanistan to Iraq: The Bush War,,,,From Afghanistan To Iraq:The Bush Wars,,Medea Benjamin,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"War/Peace, Global Affairs, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-117,digitized in house,,,,Minidisc,,,00:57:45,Mono,KBOO Archives Room,1999-02-00,unknown,,Foods that Fight Pain with Dr. Neal Barnard,,,,"This episode of the KBOO Lecture series features an edited speech by Dr. Neal Barnard from 1999 (full recording is found on MD-125.1 and MD-125.2). Barnard speaks about his book Fighting the Food Seduction (2001). Barnard's research food health and is founder of Physicians Committee for Responsible Medicine. He discusses the relationship between food and good health, specifically how food can fight pain",,"Neal Barnard, Mel Reslor",KBOO,Non-Saleable,,"Food, Health",,,kboo_MD-117_19990200.wav,,,292 MB,mono,wav,44.1 kHz,16 bits,,,,9C2C47CC66763AD041CC3E0B060BB08A,md5,United States,,
4,0,0,MD-118,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,The Clash of Fundamentalism,,,,The Clash Of Fundamental ...,,Gilbert Ashkar,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-119,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,In the Wake of Iraq,,,,In The Wake Of Iraq,,Gore Vidal,Radio Nation,Non-Saleable,This is a Radio Nation program,"Arts/Culture, Religion/Faith/Spirituality",,,,,,,,,,,,,,,,,,
4,0,0,MD-120,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-120 title,,,,,,Naomi Klein,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-121,digitized in house,,,,Minidisc,,,00:56:13,Stereo,KBOO Archives Room,2000-05-25,unknown,,"Ralph Nader Speech in Portland, Oregon",,eps00120,,,,Ralph Nader,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Government/Politics, Economy, Corporations",,,kboo_MD-121_20000525.wav,,,568 MB,stereo,wav,44.1 kHz,16 bits,,,,8E6597A97E15BCB04B2738963BAFFE5C,md5,"United States, Oregon",,
4,0,0,MD-122p1,digitized in house,,,,Minidisc,,,00:53:41,Mono,KBOO Archives Room,2002-03-08,unknown,,Public Interest Environmental Law Conference 2002,,eps00121,,"The Public Interest Environmental Law Conference at the University of Oregon March 7 - 10, 2002. Keynote Address by Ralph Nader on Friday, March 8th. Audio recording quality is poor. ",,Ralph Nader,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Environment/Climate, Law/Courts/Crime, Government /Politics",,,kboo_MD-122p1_20020308.wav,,,271 MB,mono,wav,44.1 kHz,16 bits,,,,9F3A90BC6837EDC347E189738C530F78,md5,"United States, Oregon",,
4,0,0,MD-122p2,digitized in house,,,,Minidisc,,,00:42:19,Mono,KBOO Archives Room,2002-03-09,unknown,,Public Interest Environmental Law Conference 2002,,eps00121,,"The Public Interest Environmental Law Conference at the University of Oregon March 7 - 10, 2002. Keynote Address by Linda Krop on Saturday, March 9th.",,Linda Krop,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Environment/Climate, Law/Courts/Crime",,,kboo_MD-122p2_20020309.wav,,,214 MB,mono,wav,44.1 kHz,16 bits,,,,AC42CC4EDEF8C39EC3F8F8B62D0E9892,md5,"Alaska, United States",,
4,0,0,MD-123,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-123 title,,,,,,Pervez Hoodbhoy,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Global Affairs,,,,,,,,,,,,,,,,,,
4,0,0,MD-124,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Bush in Baghdad,,,,Bush,,,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Global Affairs ,,,,,,,,,,,,,,,,,,
4,0,0,MD-125p1,digitized in house,,,,Minidisc,,,00:38:06,Mono,KBOO Archives Room,1999-02-00,unknown,,Dr. Neal Barnard: Breaking the Food Seduction,,eps00122,,,,"Carol Merrick, Neal Barnard",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Food, Health",,,kboo_MD-125p1_19990200.wav,,,192 MB,mono,wav,44.1 kHz,16 bits,,,,4CA80800EB43D19F9A899EEA993A3B3A,md5,United States,,
4,0,0,MD-125p2,digitized in house,,,,Minidisc,,,01:27:43,Mono,KBOO Archives Room,1999-02-00,unknown,,Dr. Neal Barnard: Breaking the Food Seduction,,eps00122,,,,Neal Barnard,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Food, Health",,,kboo_MD-125p2_19990200.wav,,,443 MB,mono,wav,44.1 kHz,16 bits,,,,59A1BF162887B8B8457558FC7D093E1D,md5,United States,,
4,0,0,MD-126,digitized in house,,,,Minidisc,,,01:29:01,Mono,KBOO Archives Room,2000-04-19,unknown,,Facing Earth Day 2000: Howard Lyman,,eps00126,,,,"Howard Lyman, Mel Reslor",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Animals, Agriculture, Health, Environment/Climate, Food",,,kboo_MD-126_20000419.wav,,,449 MB,mono,wav,44.1 kHz,16 bits,,,,C9DE38D3B3584CB51FF68C247B34AE2C,md5,"United States, England",,
4,0,0,MD-127,digitized in house,,,,Minidisc,,,00:57:29,Mono,KBOO Archives Room,2003,unknown,,5th Annual International Festival of Raw and Living Food,,eps00128,,,,Mel Reslor,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Food, Health",,,kboo_MD-127_2003.wav,,,290 MB,mono,wav,44.1 kHz,16 bits,,,,4F984A100CE261315D32424EAB99B938,md5,Oregon,,
4,0,0,MD-128,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Ahmad Rashid on Afghanistan and Pakistan,,,,Afghanistan & Pakistan,,Ahmad Rashid,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,War/Peace ,,,,,,,,,,,,,,,,,,
4,0,0,MD-129,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,The Business of Books,,,,The Business Of Books - Publishing Companies,,Andre Schiffrin,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Corporations, Media, Fiction",,,,,,,,,,,,,,,,,,
4,0,0,MD-130,digitized in house,,,,Minidisc,,,00:55:48,Stereo,KBOO Archives Room,,unknown,,title,,eps00092,,,,Howard Dean,Radio Nation,Non-Saleable,This is a Radio Nation program,Activism,,,kboo_MD-130.wav,,,563 MB,stereo,wav,44.1 kHz,16 bits,,,,1D6754312BCC06BEC7A73A5EAE15012F,md5,,,
4,0,0,MD-131,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Imperial Democracy,,,,Starts on Track 2,,Arundhati Roy,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Government/Politics ,,,,,,,,,,,,,,,,,,
